Name,NHL.com Player ID,Skater/Goalie,Birthdate
David Moss,8469664,S,
David Musil,8476426,S,
David Nemirovsky,8460574,S,
David Oliver,8458658,S,
David Orleski,8450074,S,
David Pastrnak,8477956,S,
David Perron,8474102,S,
David Printz,8469668,S,
David Reierson,8450792,S,
David Rittich,8479496,G,
David Roberts,8457816,S,
David Rundblad,8475182,S,
David Sacco,8457905,S,
David Salvian,8451109,S,
David Saunders,8451135,S,
David Savard,8475233,S,
David Schlemko,8473673,S,
David Shaw,8451314,S,
David Sloane,8475068,S,
David Steckel,8469483,S,
David Struch,8458707,S,
David Tanabe,8467889,S,
David Tomlinson,8458234,S,
David Ullstrom,8474666,S,
David Van Der Gulik,8470189,S,
David Van Drunen,8462527,S,
David Volek,8452239,S,
David Vyborny,8459455,S,
David Warsofsky,8474660,S,
David Watson,8452304,S,
David Wilkie,8458956,S,
David Williams,8458504,S,
David Wolf,8477913,S,
Davis Drewiske,8474518,S,
Davis Payne,8457636,S,
Dawson Mercer,8482110,S,
Daymond Langkow,8462036,S,
Deacon Waite,8449309,S,
Dean Arsene,8467583,S,
Dean Chynoweth,8446081,S,
Dean Clark,8446088,S,
Dean Defazio,8446358,S,
Dean Evason,8446743,S,
Dean Hopkins,8447962,S,
Dean Jenkins,8448273,S,
Dean Kennedy,8448449,S,
Dean Kolstad,8448536,S,
Dean Kukan,8478567,S,
Dean Magee,8449033,S,
Dean Malkoc,8457194,S,
Dean McAmmond,8458536,S,
Dean Melanson,8459016,S,
Dean Morton,8449723,S,
Dean Prentice,8448191,S,
Dean Sylvester,8459414,S,
Dean Talafous,8451851,S,
Dean Turner,8451995,S,
Declan Carlile,8483398,S,
Declan Chisholm,8480990,S,
Del Hall,8446666,S,
Denis Arkhipov,8467386,S,
Denis Chasse,8455850,S,
Denis Chervyakov,8459192,S,
Denis Cyr,8446266,S,
Denis DeJordy,8449866,G,
Denis Dupere,8445964,S,
Denis Gauthier,8462050,S,
Denis Grebeshkov,8470268,S,
Denis Gurianov,8478495,S,
Denis Hamel,8462185,S,
Denis Herron,8447755,G,
Denis Larocque,8448682,S,
Denis Malgin,8478843,S,
Denis Pederson,8459435,S,
Denis Potvin,8450505,S,
Denis Savard,8451146,S,
Denis Shvidki,8467885,S,
Denis Smith,8462069,S,
Denis Tolpeko,8473635,S,
Denis Tsygurov,8459460,S,
Dennis Abgrall,8444890,S,
Dennis Bonvie,8459996,S,
Dennis Cholowski,8479395,S,
Dennis Everberg,8477902,S,
Dennis Gilbert,8478502,S,
Dennis Hextall,8447774,S,
Dennis Hildeby,8483710,G,
Dennis Hull,8446967,S,
Dennis Kearns,8448400,S,
Dennis Maruk,8449284,S,
Dennis McCord,8447711,S,
Dennis O'Brien,8448040,S,
Dennis Olson,8448058,S,
Dennis Owchar,8450085,S,
Dennis Patterson,8450235,S,
Dennis Polonich,8450495,S,
Dennis Rasmussen,8477929,S,
Dennis Riggin,8450100,G,
Dennis Seidenberg,8469619,S,
Dennis Smith,8451509,S,
Dennis Sobchuk,8451580,S,
Dennis Vaske,8458300,S,
Dennis Ververgaert,8452220,S,
Dennis Vial,8452148,S,
Dennis Wideman,8469770,S,
Denny Felsner,8456233,S,
Denny Lambert,8458888,S,
Derek Armstrong,8459064,S,
Derek Bekar,8462239,S,
Derek Boogaard,8469647,S,
Derek Dorsett,8473432,S,
Derek Forbort,8475762,S,
Derek Grant,8474683,S,
Derek Gustafson,8468477,G,
Derek Joslin,8471810,S,
Derek King,8448489,S,
Derek Laxdal,8448687,S,
Derek MacKenzie,8468001,S,
Derek Mayer,8457262,S,
Derek Meech,8470061,S,
Derek Morris,8464966,S,
Derek Peltier,8471396,S,
Derek Plante,8457686,S,
Derek Roy,8469485,S,
Derek Ryan,8478585,S,
Derek Sanderson,8448671,S,
Derek Smith,8451513,S,1954-07-31
Derek Smith,8473953,S,1984-10-13
Derek Stepan,8474613,S,
Derek Whitmore,8474500,S,
Derek Wilkinson,8459081,G,
Derian Hatcher,8456531,S,
Derick Brassard,8473544,S,
Deron Quint,8460521,S,
Derrick Pouliot,8476884,S,
Derrick Smith,8451517,S,
Derrick Walser,8466381,S,
Deryk Engelland,8468674,S,
Des Roche,8448421,S,
Des Smith,8449071,S,
Devan Dubnyk,8471227,G,
Devante Smith-Pelly,8475758,S,
Devin Cooley,8482445,G,
Devin Setoguchi,8471682,S,
Devin Shore,8476913,S,
Devon Levi,8482221,G,
Devon Toews,8478038,S,
Dick Behling,8445041,S,
Dick Bouchard,8445130,S,
Dick Butler,8445297,S,
Dick Cherry,8445366,S,
Dick Duff,8445957,S,
Dick Gamble,8446562,S,
Dick Irvin,8447020,S,
Dick Kotanen,8447230,S,
Dick Lamby,8448652,S,
Dick Mattiussi,8447639,S,
Dick Meissner,8447835,S,
Dick Redmond,8450737,S,
Dick Sarrazin,8448786,S,
Dick Tarnstrom,8460757,S,
Dickie Moore,8447886,S,
Didier Pitre,8448154,S,
Dieter Kochan,8459523,G,
Dillon Dube,8479346,S,
Dillon Heatherington,8477471,S,
Dillon Simpson,8476416,S,
Dimitri Afanasenkov,8467397,S,
Dimitri Kvartalnov,8458909,S,
Dimitri Nabokov,8462049,S,
Dimitri Patzold,8469556,G,
Dimitri Tertyshny,8462165,S,
Dino Ciccarelli,8446063,S,
Dion Phaneuf,8470602,S,
Dirk Graham,8447345,S,
Dit Clapper,8445474,S,
Dixon Ward,8458347,S,
DJ King,8470294,S,
Dmitri Bykov,8469701,S,
Dmitri Filimonov,8458563,S,
Dmitri Kalinin,8467354,S,
Dmitri Khristich,8448484,S,
Dmitri Mironov,8458672,S,
Dmitri Samorukov,8480041,S,
Dmitri Voronkov,8481716,S,
Dmitrij Jaskin,8476436,S,
Dmitriy Yakushin,8465094,S,
Dmitry Korobov,8477082,S,
Dmitry Kulikov,8475179,S,
Dmitry Orlov,8475200,S,
Dmitry Yushkevich,8458636,S,
Dmytro Timashov,8478857,S,
Doc Romnes,8448440,S,
Dody Wood,8458559,S,
Dollard St. Laurent,8449142,S,
Dolly Dolson,8449897,G,
Dom Campedelli,8445905,S,
Domenic Pittis,8459474,S,
Dominic Lavoie,8448717,S,
Dominic Moore,8468575,S,
Dominic Roussel,8457866,G,
Dominic Toninato,8476952,S,
Dominic Turgeon,8477994,S,
Dominik Hasek,8447687,G,
Dominik Kahun,8480946,S,
Dominik Kubalik,8477330,S,
Dominik Simon,8478866,S,
Dominik Uher,8476339,S,
Don Aiken,8449785,G,
Don Ashby,8445103,S,
Don Awrey,8444988,S,
Don Barber,8445253,S,
Don Beaupre,8445381,G,
Don Biggs,8445463,S,
Don Blackburn,8445084,S,
Don Cairns,8445309,S,
Don Caley,8449848,G,
Don Campbell,8445318,S,
Don Cherry,8445369,S,
Don Deacon,8445856,S,
Don Dietrich,8446405,S,
Don Edwards,8446597,G,
Don Gallinger,8446561,S,
Don Gibson,8447162,S,
Don Gillen,8447188,S,
Don Grosso,8446651,S,
Don Head,8449989,G,
Don Howse,8448015,S,
Don Jackson,8448201,S,
Don Johns,8447092,S,
Don Keenan,8450008,G,
Don Kozak,8448538,S,
Don Laurence,8448727,S,
Don Lever,8448808,S,
Don Luce,8448892,S,
Don Maloney,8449102,S,
Don Marcotte,8449138,S,
Don Martineau,8447631,S,
Don McFadyen,8447770,S,
Don McKenney,8447792,S,
Don McLeod,8450037,G,
Don Metz,8447849,S,
Don Morrison,8447894,S,
Don Murdoch,8449735,S,
Don Nachbaur,8449789,S,
Don O'Donoghue,8448047,S,
Don Poile,8448169,S,
Don Raleigh,8448243,S,
Don Saleski,8451100,S,
Don Simmons,8450113,G,
Don Smillie,8449058,S,
Don Smith,8449072,S,1888-06-03
Don Smith,8449073,S,1929-05-04
Don Spring,8451621,S,
Don Sweeney,8451819,S,
Don Sylvestri,8451831,G,
Don Tannahill,8449215,S,
Don Waddell,8452243,S,
Don Ward,8449340,S,
Don Webster,8449376,S,
Don Wheldon,8449388,S,
Don Willson,8449543,S,
Donald Audette,8445176,S,
Donald Brashear,8459246,S,
Donald Cutts,8446280,G,
Donald Dufresne,8446501,S,
Donald Maciver,8448959,S,
Donald MacLean,8462062,S,
Donald McSween,8449461,S,
Donnie Marshall,8447620,S,
Doug Acomb,8444859,S,
Doug Adam,8444860,S,
Doug Anderson,8444879,S,
Doug Baldwin,8445003,S,
Doug Barkley,8445020,S,
Doug Barrie,8445024,S,
Doug Bentley,8445062,S,
Doug Berry,8445451,S,
Doug Bodger,8445568,S,
Doug Brennan,8445157,S,
Doug Brindley,8445164,S,
Doug Brown,8445730,S,
Doug Buhr,8445241,S,
Doug Crossman,8446238,S,
Doug Dadswell,8446294,G,
Doug Doull,8460931,S,
Doug Evans,8446735,S,
Doug Favell,8446794,G,
Doug Friedman,8458734,S,
Doug Gibson,8447157,S,
Doug Gilmour,8447206,S,
Doug Grant,8447354,G,
Doug Halward,8447481,S,
Doug Harvey,8446728,S,
Doug Hicks,8447801,S,
Doug Horbul,8446912,S,
Doug Houda,8447981,S,
Doug Jackson,8450002,G,
Doug Janik,8467928,S,
Doug Jarrett,8447045,S,
Doug Jarvis,8448254,S,
Doug Keans,8448410,G,
Doug Kostynski,8448533,S,
Doug Lecuyer,8448743,S,
Doug Lewis,8447476,S,
Doug Lidster,8448839,S,
Doug Lynch,8469495,S,
Doug Macdonald,8457134,S,
Doug McCaig,8447656,S,
Doug McKay,8447788,S,
Doug Mohns,8447880,S,
Doug O'Brien,8470784,S,
Doug Palazzari,8450125,S,
Doug Risebrough,8450845,S,
Doug Roberts,8448354,S,
Doug Robinson,8448371,S,
Doug Rombough,8448439,S,
Doug Shedden,8451327,S,
Doug Shelton,8449005,S,
Doug Smail,8451567,S,
Doug Smith,8451516,S,
Doug Soetaert,8451595,G,
Doug Stevenson,8450119,G,
Doug Sulliman,8451778,S,
Doug Trapp,8451940,S,
Doug Volmar,8449307,S,
Doug Weight,8458361,S,
Doug Wickenheiser,8452445,S,
Doug Wilson,8452489,S,
Doug Young,8449666,G/S,
Doug Zmolek,8458492,S,
Dougie Hamilton,8476462,S,
Douglas Barrault,8455526,S,
Douglas Morrison,8449702,S,
Douglas Murray,8468114,S,
Douglas Patey,8450216,S,
Drake Batherson,8480208,S,
Drake Berehowsky,8445413,S,
Drake Caggiula,8479465,S,
Drake Rymsha,8480221,S,
Drayson Bowman,8474137,S,
Drew Bagnall,8470787,S,
Drew Bannister,8458962,S,
Drew Callander,8445860,S,
Drew Doughty,8474563,S,
Drew Fata,8469535,S,
Drew Helleson,8481563,S,
Drew Larman,8470970,S,
Drew LeBlanc,8477243,S,
Drew MacIntyre,8469569,G,
Drew Miller,8470778,S,
Drew O'Connor,8482055,S,
Drew Shore,8475213,S,
Drew Stafford,8471226,S,
Dryden Hunt,8478211,S,
Duane Joyce,8456756,S,
Duane Rupp,8448606,S,
Duane Sutter,8451800,S,
Duane Wylie,8449637,S,
Duke Dukowski,8445968,S,
Duke Harris,8446708,S,
Duke Keats,8447143,S,
Duke McCurry,8447741,S,
Dunc Fisher,8446301,S,
Dunc McCallum,8447657,S,
Dunc Munro,8447908,G/S,
Dunc Wilson,8450148,G,
Duncan Keith,8470281,S,
Duncan Milroy,8469489,S,
Duncan Siemens,8476464,S,
Dusan Pasek,8450233,S,
Dustin Boyd,8471310,S,
Dustin Brown,8470606,S,
Dustin Byfuglien,8470834,S,
Dustin Jeffrey,8474138,S,
Dustin Kohn,8471671,S,
Dustin Penner,8471208,S,
Dustin Tokarski,8474682,G,
Dustin Wolf,8481692,G,
Dusty Blair,8445096,S,
Dutch Gainor,8446557,S,
Dutch Hiller,8446861,S,
Dutch Reibel,8448305,S,
Duvie Westcott,8469442,S,
Dwayne Hay,8462071,S,
Dwayne Lowdermilk,8448898,S,
Dwayne Norris,8457533,S,
Dwayne Roloson,8460806,G,
Dwayne Zinger,8468413,S,
Dwight Bialowas,8445079,S,
Dwight Carruthers,8445341,S,
Dwight Foster,8446939,S,
Dwight Helminen,8470131,S,
Dwight King,8474100,S,
Dwight Mathiasen,8449288,S,
Dwight Schofield,8451239,S,
Dylan Coghlan,8479639,S,
Dylan Cozens,8481528,S,
Dylan DeMelo,8476331,S,
Dylan Ferguson,8480263,G,
Dylan Gambrell,8479580,S,
Dylan Guenther,8482699,S,
Dylan Holloway,8482077,S,
Dylan Larkin,8477946,S,
Dylan McIlrath,8475795,S,
Dylan Olsen,8475153,S,
Dylan Reese,8470798,S,
Dylan Samberg,8480049,S,
Dylan Sikura,8478106,S,
Dylan Strome,8478440,S,
Dylan Wells,8479380,G,
Dysin Mayo,8478062,S,
Earl Anderson,8444882,S,
Earl Balfour,8445004,S,
Earl Campbell,8445319,S,
Earl Heiskala,8446765,S,
Earl Ingarfield,8447016,S,1934-10-25
Earl Ingarfield,8448144,S,1959-01-30
Earl Johnson,8447097,S,
Earl Miller,8447870,S,
Earl Robertson,8450105,G,
Earl Robinson,8448372,S,
Earl Roche,8448383,S,
Earl Seibert,8448951,S,
Ebbie Goodfellow,8446612,S,
Ed Barry,8445025,S,
Ed Belfour,8445386,G,
Ed Carpenter,8445330,S,
Ed Chadwick,8449851,G,
Ed Cooper,8446162,S,
Ed Cristofoli,8446009,S,
Ed Dyck,8449913,G,
Ed Finnigan,8446297,S,
Ed Giacomin,8449979,G,
Ed Gilbert,8446584,S,
Ed Gorman,8446616,S,
Ed Harrison,8446726,S,
Ed Hatoum,8446747,S,
Ed Hoekstra,8446889,S,
Ed Hospodar,8447980,S,
Ed Jeremiah,8447054,S,
Ed Jovanovski,8460492,S,
Ed Kachur,8447128,S,
Ed Kastelic,8448413,S,
Ed Kea,8448399,S,
Ed Kryzanowski,8447241,S,
Ed Litzenberger,8447502,S,
Ed Lowrey,8447522,S,
Ed Nicholson,8448007,S,
Ed Panagabko,8448083,S,
Ed Patterson,8458662,S,
Ed Reigle,8448313,S,
Ed Ronan,8457849,S,
Ed Sandford,8448783,S,
Ed Slowinski,8449054,S,
Ed Staniowski,8451655,G,
Ed Stankiewicz,8449153,S,
Ed Van Impe,8449299,S,
Ed Vokes,8449306,S,
Ed Ward,8458348,S,
Ed Westfall,8449384,S,
Ed Zeniuk,8449685,S,
Eddie Bruneteau,8445193,S,
Eddie Burke,8445261,S,
Eddie Bush,8445295,S,
Eddie Convey,8445527,S,
Eddie Dorohoy,8445944,S,
Eddie Emberg,8446148,S,
Eddie Gerard,8446581,S,
Eddie Johnston,8450005,G,
Eddie Johnstone,8448326,S,
Eddie Joyal,8447117,S,
Eddie Kullman,8447249,S,
Eddie Lack,8475663,G,
Eddie Mazur,8447645,S,
Eddie McCalmon,8447671,S,
Eddie Mio,8449618,G,
Eddie Olczyk,8449973,S,
Eddie Ouellette,8448076,S,
Eddie Rodden,8448429,S,
Eddie Shack,8448974,S,
Eddie Shore,8449024,S,
Eddie Wares,8449359,S,
Eddie Wiseman,8449593,S,
Eddy Beers,8445395,S,
Eddy Godin,8447245,S,
Edgar Laprade,8447326,S,
Edmond Bouchard,8445131,S,
Edward Courtenay,8455949,S,
Edward Crowley,8455976,S,
Edward Diachuk,8445898,S,
Edward Lee,8448763,S,
Edward Leier,8447377,S,
Edward Pasquale,8475277,G,
Eeli Tolvanen,8480009,S,
Eetu Luostarinen,8480185,S,
Eetu Makiniemi,8480199,G,
Egor Afanasyev,8481585,S,
Egor Korshkov,8479510,S,
Egor Sokolov,8481102,S,
Egor Yakovlev,8480948,S,
Egor Zamula,8481178,S,
Eldon Reddick,8450727,G,
Elias Lindholm,8477496,S,
Elias Pettersson,8480012,S,
Ellard O'Brien,8448041,S,
Ellie Pringle,8448210,S,
Elliot Desnoyers,8482452,S,
Elmer Lach,8447271,S,
Elmer Soderblom,8481725,S,
Elvis Merzlikins,8478007,G,
Emanuel Viveiros,8452227,S,
Emerson Etem,8475770,S,
Emil Andrae,8482126,S,
Emil Bemstrom,8480205,S,
Emil Hanson,8446694,S,
Emil Heineman,8482476,S,
Emil Lilleberg,8482929,S,
Emile Francis,8449922,G,
Emile Poirier,8477486,S,
Emory Sparrow,8449129,S,
Enio Sclisizzi,8448947,S,
Enrico Ciccone,8455875,S,
Enver Lisin,8471263,S,
Eriah Hayes,8477227,S,
Eric Beaudoin,8467417,S,
Eric Belanger,8465050,S,
Eric Bertrand,8460014,S,
Eric Boguniecki,8459615,S,
Eric Boulton,8460720,S,
Eric Brewer,8466142,S,
Eric Cairns,8459008,S,
Eric Calder,8445858,S,
Eric Charron,8455843,S,
Eric Chouinard,8467342,S,
Eric Comrie,8477480,G,
Eric Daze,8459515,S,
Eric Desjardins,8446407,S,
Eric Fehr,8470611,S,
Eric Fichaud,8460506,G,
Eric Gelinas,8475199,S,
Eric Germain,8447121,S,
Eric Godard,8468252,S,
Eric Gryba,8473468,S,
Eric Healey,8467700,S,
Eric Houde,8462252,S,
Eric Lacroix,8456933,S,
Eric Landry,8463019,S,
Eric Lavigne,8458539,S,
Eric Lindros,8458515,S,
Eric Manlow,8459472,S,
Eric Meloche,8465220,S,
Eric Messier,8460012,S,
Eric Nesterenko,8447998,S,
Eric Nickulas,8460588,S,
Eric Nystrom,8470180,S,
Eric O'Dell,8474603,S,
Eric Perrin,8466399,S,
Eric Pettinger,8448138,S,
Eric Prentice,8448192,S,
Eric Robinson,8480762,S,
Eric Selleck,8474554,S,
Eric Staal,8470595,S,
Eric Tangradi,8474025,S,
Eric Vail,8452150,S,
Eric Weinrich,8452353,S,
Eric Wellwood,8474892,S,
Erich Goldmann,8465222,S,
Erik Andersson,8455445,S,
Erik Brannstrom,8480073,S,
Erik Burgdoerfer,8475982,S,
Erik Cernak,8478416,S,
Erik Christensen,8470299,S,
Erik Cole,8467396,S,
Erik Condra,8473588,S,
Erik Ersberg,8473975,G,
Erik Gudbranson,8475790,S,
Erik Gustafsson,8475640,S,1988-12-15
Erik Gustafsson,8476979,S,1992-03-14
Erik Haula,8475287,S,
Erik Johnson,8473446,S,
Erik Kallgren,8478902,G,
Erik Karlsson,8474578,S,
Erik Rasmussen,8464968,S,
Erik Reitz,8468650,S,
Erik Westrum,8467488,S,
Ernest Kenny,8447167,S,
Ernie Dickens,8445902,S,
Ernie Godden,8447237,S,
Ernie Hicke,8447782,S,
Ernie Laforce,8447273,S,
Ernie Parkes,8448087,S,
Ernie Roche,8448386,S,
Ernie Wakely,8452247,G,
Errol Rausse,8450655,S,
Errol Thompson,8451892,S,
Esa Lindell,8476902,S,
Esa Pirnes,8470766,S,
Esa Tikkanen,8451905,S,
Espen Knutsen,8456857,S,
Ethan Bear,8478451,S,
Ethan Del Mastro,8482807,S,
Ethan Moreau,8460504,S,
Ethan Prow,8479289,S,
Evan Bouchard,8480803,S,
Evan Brophey,8471730,S,
Evan McEneny,8477091,S,
Evan Oberg,8475104,S,
Evan Rodrigues,8478542,S,
Evander Kane,8475169,S,
Evariste Payer,8448119,S,
Everett Sanipass,8451117,S,
Evgeni Malkin,8471215,S,
Evgeni Nabokov,8460705,G,
Evgenii Dadonov,8474149,S,
Evgeny Artyukhin,8469543,S,
Evgeny Davydov,8456019,S,
Evgeny Grachev,8474634,S,
Evgeny Konstantinov,8467940,G,
Evgeny Korolev,8465165,S,
Evgeny Kuznetsov,8475744,S,
Evgeny Medvedev,8478563,S,
Evgeny Svechnikov,8478431,S,
Fabian Brunnstrom,8474552,S,
Fabian Zetterlund,8480188,S,
Fedor Fedorov,8468055,S,
Fedor Tyutin,8469492,S,
Felix Potvin,8457714,G,
Felix Sandstrom,8478433,G,
Fern Flaman,8446318,S,
Fern Gauthier,8446573,S,
Fern Headley,8446755,S,
Fern LeBlanc,8447353,S,
Fern Majeau,8447590,S,
Fern Perreault,8448132,S,
Fern Rivard,8450102,G,
Fernando Pisani,8465170,S,
Fido Purpur,8448231,S,
Filip Chlapik,8478488,S,
Filip Chytil,8480078,S,
Filip Forsberg,8476887,S,
Filip Gustavsson,8479406,G,
Filip Hallander,8480842,S,
Filip Hronek,8479425,S,
Filip Kral,8480820,S,
Filip Kuba,8462225,S,
Filip Novak,8468544,S,
Filip Roos,8483619,S,
Filip Zadina,8480821,S,
Flash Hollett,8446895,S,
Flat Walsh,8450144,G,
Fleming MacKell,8447547,S,
Florent Robidoux,8450923,S,
Floyd Curry,8445833,S,
Floyd Hillman,8446863,S,
Floyd Smith,8449074,S,
Floyd Thomson,8451893,S,
Forbes Kennedy,8447164,S,
Frédéric St-Denis,8473647,S,
Fran Huck,8446933,S,
Francis Belanger,8467445,S,
Francis Bouillon,8465914,S,
Francis Breault,8445738,S,
Francis Cain,8445308,S,
Francis Kane,8447134,S,
Francis Lessard,8466212,S,
Francis Wathier,8470777,S,
Francois Beauchemin,8467400,S,
Francois Groleau,8458555,S,
Francois Guay,8447369,S,
Francois Lacombe,8448600,S,
Francois Leroux,8448822,S,
Frank Ashworth,8444981,S,
Frank Banham,8459570,S,
Frank Bathe,8445298,S,
Frank Bathgate,8445033,S,
Frank Beaton,8445360,S,
Frank Beisler,8445042,S,
Frank Bennett,8445055,S,
Frank Bialowas,8459361,S,
Frank Boucher,8445134,S,
Frank Brimsek,8449836,G,
Frank Brophy,8449843,G,
Frank Callighen,8445311,S,
Frank Caprice,8445919,G,
Frank Carson,8445346,S,
Frank Corrado,8476302,S,
Frank Daley,8445839,S,
Frank Dunlap,8445963,S,
Frank Eddolls,8445999,S,
Frank Finnigan,8446298,S,
Frank Foyston,8446463,S,
Frank Fredrickson,8446493,S,
Frank Heffernan,8446761,S,
Frank Hughes,8446963,S,
Frank Ingram,8447018,S,
Frank Jerwa,8447055,S,
Frank King,8447184,S,
Frank Mahovlich,8449044,S,
Frank Mailley,8447588,S,
Frank Mario,8447612,S,
Frank Martin,8447624,S,
Frank Mathers,8447636,S,
Frank McCool,8450029,G,
Frank Nazar,8483493,S,
Frank Nighbor,8448011,S,
Frank Nigro,8449882,S,
Frank Peters,8448134,S,
Frank Pietrangelo,8450390,G,
Frank Sheppard,8449006,S,
Frank Simonetti,8451372,S,
Frank Spring,8449139,S,
Frank St. Marseille,8449143,S,
Frank Steele,8449177,S,
Frank Sullivan,8449202,S,
Frank Vatrano,8478366,S,
Frans Nielsen,8470144,S,
Frantisek Cernik,8446034,S,
Frantisek Kaberle,8467949,S,
Frantisek Kucera,8448543,S,
Frantisek Musil,8446955,S,
Fraser Minten,8483489,S,
Frazer McLaren,8473712,S,
Fred Ahern,8444908,S,
Fred Arthur,8445090,S,
Fred Barrett,8445274,S,
Fred Bergdinon,8445068,S,
Fred Berry,8445073,S,
Fred Boimistruck,8445584,S,
Fred Brathwaite,8459252,G,
Fred Brown,8445183,S,
Fred Burchell,8445257,S,
Fred Cook,8445535,S,
Fred Doherty,8445914,S,
Fred Elliott,8446144,S,
Fred Glover,8446594,S,
Fred Gordon,8446613,S,
Fred Hergerts,8446787,S,
Fred Hucul,8446941,S,
Fred Hunt,8446968,S,
Fred Knipscheer,8459722,S,
Fred Lowrey,8447521,S,
Fred McLean,8447796,S,
Fred O'Donnell,8448043,S,
Fred Perlini,8450301,S,
Fred Robertson,8448357,S,
Fred Sasakamoose,8448787,S,
Fred Shero,8449015,S,
Fred Speck,8449130,S,
Fred Stanfield,8449149,S,
Fred Thurier,8449239,S,
Fred Williams,8452456,S,
Freddie Hamilton,8475878,S,
Freddy Meyer,8470578,S,
Freddy Modin,8460556,S,
Frederic Allard,8479329,S,
Frederic Cassivi,8460696,G,
Frederic Chabot,8446134,G,
Frederick Gaudreau,8477919,S,
Frederik Andersen,8475883,G,
Frederik Gauthier,8477512,S,
Fredrik Claesson,8476368,S,
Fredrik Handemark,8482248,S,
Fredrik Karlstrom,8479518,S,
Fredrik Lindquist,8458569,S,
Fredrik Norrena,8470090,G,
Fredrik Olausson,8449971,S,
Fredrik Olofsson,8478028,S,
Fredrik Sjostrom,8469464,S,
Frenchy Lacroix,8450012,G,
Gabe Gauthier,8473644,S,
Gabriel Bourque,8475268,S,
Gabriel Carlsson,8478506,S,
Gabriel Dumont,8475254,S,
Gabriel Fortier,8480863,S,
Gabriel Landeskog,8476455,S,
Gabriel Vilardi,8480014,S,
Gaetan Duchesne,8446497,S,
Gaetan Haas,8481813,S,
Gaetan Royer,8460821,S,
Gaetano Orlando,8450057,S,
Gage Goncalves,8482201,S,
Gage Quinney,8479748,S,
Galen Head,8446754,S,
Ganton Scott,8448948,S,
Garnet Bailey,8444997,S,
Garnet Exelby,8468090,S,
Garnet Hathaway,8477903,S,
Garret Sparks,8476343,G,
Garret Stroshein,8470479,S,
Garrett Burnett,8467025,S,
Garrett Mitchell,8475291,S,
Garrett Pilon,8479516,S,
Garrett Stafford,8471011,S,
Garrett Wilson,8475253,S,
Garry Blaine,8445091,S,
Garry Edmundson,8446004,S,
Garry Galley,8447004,S,
Garry Howatt,8447995,S,
Garry Lariviere,8448701,S,
Garry Monahan,8447883,S,
Garry Peters,8448135,S,
Garry Swain,8449209,S,
Garry Unger,8452086,S,
Garry Valk,8452161,S,
Garth Boesch,8445107,S,
Garth Butcher,8445803,S,
Garth Macguigan,8448957,S,
Garth Murray,8469528,S,
Garth Rizzuto,8448348,S,
Garth Snow,8458075,G,
Gary Aldcorn,8444868,S,
Gary Bauman,8449806,G,
Gary Bergman,8445070,S,
Gary Bromley,8445695,G,
Gary Burns,8445787,S,
Gary Coalter,8445501,S,
Gary Collins,8445506,S,
Gary Croteau,8446253,S,
Gary Dillon,8446419,S,
Gary Dineen,8445910,S,
Gary Doak,8446434,S,
Gary Donaldson,8445922,S,
Gary Dornhoefer,8445943,S,
Gary Edwards,8446602,G,
Gary Emmons,8456183,S,
Gary Gambucci,8446563,S,
Gary Geldart,8446576,S,
Gary Holt,8446905,S,
Gary Inness,8448175,G,
Gary Jarrett,8447048,S,
Gary Kurt,8450011,G,
Gary Laskoski,8448715,G,
Gary Leeman,8448754,S,
Gary Lupul,8448913,S,
Gary Marsh,8447619,S,
Gary Mcadam,8449320,S,
Gary Morrison,8449704,S,
Gary Nylund,8449925,S,
Gary Rissling,8450848,S,
Gary Roberts,8450900,S,
Gary Sabourin,8448613,S,
Gary Sampson,8451108,S,
Gary Sargent,8451123,S,
Gary Shuchuk,8458020,S,
Gary Simmons,8450114,G,
Gary Smith,8451528,G,
Gary Suter,8451804,S,
Gary Veneruzzo,8449304,S,
Gary Yaremchuk,8452549,S,
Gaston Gingras,8447205,S,
Gaston Leroux,8447467,S,
Gaston Therrien,8451883,S,
Gavin Bayreuther,8479945,S,
Gavin Brindley,8484149,S,
Gavin Morgan,8468406,S,
Gaye Stewart,8449183,S,
Gemel Smith,8476966,S,
Gene Achtymichuk,8444858,S,
Gene Carr,8445332,S,
Gene Carrigan,8445334,S,
Gene Chouinard,8445442,S,
Gene Sobchuk,8449117,S,
Gene Ubriaco,8449273,S,
Geoff Courtnall,8446205,S,
Geoff Kinrade,8475073,S,
Geoff Platt,8470882,S,
Geoff Powis,8448182,S,
Geoff Sanderson,8457921,S,
Geoff Sarjeant,8457928,G,
Geoff Smith,8451527,S,
Geordie Kinnear,8459098,S,
Geordie Robertson,8450919,S,
George Abbott,8449781,G,
George Allen,8444871,S,
George Armstrong,8444971,S,
George Boothman,8445124,S,
George Boucher,8445135,S,
George Brown,8445184,S,
George Carey,8445326,S,
George Carroll,8445340,S,
George Ferguson,8446809,S,
George Gardner,8449967,G,
George Gee,8446575,S,
George Grigor,8446646,S,
George Hainsworth,8449987,G,
George Hay,8446750,S,
George Horne,8446914,S,
George Johnston,8447104,S,
George Konik,8447228,S,
George Lyle,8448914,S,
George Maneluk,8449115,G,
George Massecar,8447634,S,
George McAvoy,8447651,S,
George McNaughton,8447816,S,
George McPhee,8449513,S,
George Morrison,8449706,S,
George O'Grady,8448052,S,
George Owen,8448078,S,
George Pargeter,8448086,S,
George Parros,8468095,S,
