Name,NHL.com Player ID,Skater/Goalie,Birthdate
Paulin Bordeleau,8445601,S,
Pavel Brendl,8467877,S,
Pavel Buchnevich,8477402,S,
Pavel Bure,8455738,S,
Pavel Datsyuk,8467514,S,
Pavel Dorofeyev,8481604,S,
Pavel Francouz,8480925,G,
Pavel Kolarik,8468748,S,
Pavel Kubina,8465210,S,
Pavel Mintyukov,8483490,S,
Pavel Patera,8467468,S,
Pavel Rosa,8462078,S,
Pavel Skrbek,8464982,S,
Pavel Torgaev,8460763,S,
Pavel Trnka,8460594,S,
Pavel Vorobiev,8468491,S,
Pavel Zacha,8478401,S,
Pavol Demitra,8459648,S,
Pavol Regenda,8483630,S,
Paxton Schafer,8462075,G,
Paxton Schulte,8459060,S,
Peanuts O'Flaherty,8448051,S,
Pekka Rautakallio,8450670,S,
Pekka Rinne,8471469,G,
Pelle Eklund,8446618,S,
Pelle Lindbergh,8448853,G,
Pentti Lund,8447526,S,
Pep Kelly,8447150,S,
Per Djoos,8446455,S,
Per Gustafsson,8460747,S,
Per Ledin,8473407,S,
Per Svartvadet,8459562,S,
Per-Olov Brasar,8445677,S,
Percy Galbraith,8446558,S,
Percy Jackson,8450003,G,
Percy Traub,8449254,S,
Perry Anderson,8444947,S,
Perry Berezan,8445427,S,
Perry Ganchar,8447033,S,
Perry Miller,8449626,S,
Perry Pelensky,8450284,S,
Perry Turnbull,8451992,S,
Perttu Lindgren,8471738,S,
Pete Babando,8444992,S,
Pete Backor,8444995,S,
Pete Bellefeuille,8445047,S,
Pete Bessone,8445075,S,
Pete Conacher,8445515,S,
Pete Goegan,8446601,S,
Pete Horeck,8446913,S,
Pete Kelly,8447148,S,
Pete Laframboise,8447275,S,
Pete Langelle,8447320,S,
Pete Leswick,8447470,S,
Pete Lopresti,8448886,G,
Pete Morin,8447889,S,
Pete Palangio,8448080,S,
Pete Peeters,8450343,G,
Pete Stemkowski,8449179,S,
Pete Vandermeer,8467137,S,
Pete Vipond,8449305,S,
Peter Ahola,8458507,S,
Peter Allen,8458778,S,
Peter Ambroziak,8458586,S,
Peter Andersson,8444962,S,1962-03-02
Peter Andersson,8455441,S,1965-08-29
Peter Bakovic,8445232,S,
Peter Bartos,8468694,S,
Peter Bondra,8445575,S,
Peter Budaj,8469514,G,
Peter Cehlarik,8477417,S,
Peter Ciavaglia,8455874,S,
Peter Dineen,8446418,S,
Peter Douris,8446468,S,
Peter Driscoll,8446477,S,
Peter Eriksson,8446709,S,
Peter Ferraro,8458960,S,
Peter Fiorentino,8456254,S,
Peter Folco,8446334,S,
Peter Forsberg,8458520,S,
Peter Gustavsson,8447434,S,
Peter Harrold,8472394,S,
Peter Hayek,8447696,S,
Peter Helander,8447729,S,
Peter Holland,8475180,S,
Peter Ihnacak,8448125,S,
Peter Ing,8448142,G,
Peter Lappin,8448662,S,
Peter Laviolette,8448679,S,
Peter LeBlanc,8473505,S,
Peter Leboutillier,8459567,S,
Peter Lee,8448741,S,
Peter Loob,8448827,S,
Peter Mahovlich,8449062,S,
Peter Mannino,8474771,G,
Peter Marsh,8449190,S,
Peter McDuffe,8449426,G,
Peter McNab,8449525,S,
Peter Mueller,8473526,S,
Peter Nordstrom,8467403,S,
Peter Olvecky,8471290,S,
Peter Popovic,8457706,S,
Peter Ratchuk,8464980,S,
Peter Regin,8471299,S,
Peter Sarno,8466271,S,
Peter Scamurra,8451162,S,
Peter Schaefer,8462093,S,
Peter Sejna,8470549,S,
Peter Sidorkiewicz,8451369,G,
Peter Skudra,8464715,G,
Peter Slobodian,8449053,S,
Peter Smrek,8467958,S,
Peter Stastny,8451689,S,
Peter Sturgeon,8451775,S,
Peter Sullivan,8451781,S,
Peter Sundstrom,8451784,S,
Peter Taglianetti,8451836,S,
Peter Wallin,8452271,S,
Peter White,8458385,S,
Peter Worrell,8462198,S,
Peter Zezel,8452685,S,
Petr Buzek,8462090,S,
Petr Cajanek,8469696,S,
Petr Hubacek,8467541,S,
Petr Kalus,8471713,S,
Petr Kanko,8470055,S,
Petr Klima,8448490,S,
Petr Mika,8466217,S,
Petr Mrazek,8475852,G,
Petr Nedved,8449807,S,
Petr Prajzler,8450518,S,
Petr Prucha,8470072,S,
Petr Schastlivy,8467425,S,
Petr Straka,8475723,S,
Petr Svoboda,8451789,S,1966-02-14
Petr Svoboda,8467510,S,1980-06-20
Petr Sykora,8460465,S,1976-11-19
Petr Sykora,8466208,S,1978-12-21
Petr Taticek,8470248,S,
Petr Tenkrat,8468103,S,
Petr Vrana,8470635,S,
Petri Kontiola,8471408,S,
Petri Skriko,8451429,S,
Petri Varis,8459555,S,
Petter Granberg,8475774,S,
Petteri Lehto,8450339,S,
Petteri Lindbohm,8476989,S,
Petteri Nokelainen,8471229,S,
Petteri Nummelin,8468613,S,
Petteri Wirtanen,8473494,S,
Peyton Krebs,8481522,S,
Pheonix Copley,8477831,G,
Phil Besler,8445074,S,
Phil Bourque,8445629,S,
Phil Esposito,8446722,S,
Phil Goyette,8446623,S,
Phil Hergesheimer,8446835,S,
Phil Hoene,8446890,S,
Phil Housley,8447989,S,
Phil Kessel,8473548,S,
Phil Latreille,8447332,S,
Phil Maloney,8447595,S,
Phil Myre,8449784,G,
Phil Oreskovic,8471746,S,
Phil Roberto,8448353,S,
Phil Russell,8451075,S,
Phil Samis,8448618,S,
Phil Stein,8450118,G,
Phil Stevens,8449181,S,
Phil Sykes,8451828,S,
Phil Varone,8475321,S,
Phil Watson,8449372,S,
Philip Broberg,8481598,S,
Philip Crowe,8458508,S,
Philip Holm,8480163,S,
Philip Kemp,8480274,S,
Philip Larsen,8474707,S,
Philip McRae,8474592,S,
Philip Samuelsson,8475194,S,
Philip Tomasino,8481577,S,
Philip Von Stefenelli,8458327,S,
Philipp Grubauer,8475831,G,
Philipp Kurashev,8480798,S,
Philippe Audet,8462080,S,
Philippe Boucher,8458527,S,
Philippe Bozon,8445659,S,
Philippe Cornet,8474691,S,
Philippe De Rouville,8459051,G,
Philippe Dupuis,8470697,S,
Philippe Maillet,8477544,S,
Philippe Myers,8479026,S,
Philippe Sauve,8467364,G,
Phillip Danault,8476479,S,
Phillip Di Giuseppe,8476858,S,
Pierre Aubry,8445169,S,
Pierre Bouchard,8445612,S,
Pierre Dagenais,8465003,S,
Pierre Engvall,8478115,S,
Pierre Gagne,8446515,S,
Pierre Giroux,8447212,S,
Pierre Hamel,8447483,G,
Pierre Hedin,8468112,S,
Pierre Jarry,8447049,S,
Pierre Lacroix,8448615,S,
Pierre Larouche,8448707,S,
Pierre Mondou,8449676,S,
Pierre Pilote,8448152,S,
Pierre Plante,8450467,S,
Pierre Rioux,8450852,S,
Pierre Sevigny,8457991,S,
Pierre Turgeon,8451991,S,
Pierre-Cedric Labrie,8474201,S,
Pierre-Claude Drouin,8466001,S,
Pierre-Edouard Bellemare,8477930,S,
Pierre-Luc Dubois,8479400,S,
Pierre-Luc Letourneau-Leblond,8471428,S,
Pierre-Marc Bouchard,8470153,S,
Pierre-Olivier Joseph,8480058,S,
Pierrick Dube,8483920,S,
Pit Lepine,8447466,S,
Pit Martin,8447627,S,
Pius Suter,8480459,S,
Polly Drouin,8445953,S,
Pontus Aberg,8476857,S,
Pontus Holmberg,8480995,S,
Poul Popiel,8448178,S,
Prestin Ryan,8471200,S,
Punch Broadbent,8445168,S,
Pyotr Kochetkov,8481611,G,
Quinn Hughes,8480800,S,
Quintin Laing,8466232,S,
Quinton Byfield,8482124,S,
Quinton Howden,8475769,S,
R.J. Umberger,8469469,S,
Radek Bonk,8460105,S,
Radek Dvorak,8462041,S,
Radek Faksa,8476889,S,
Radek Hamr,8459009,S,
Radek Martinek,8468101,S,
Radek Smolenak,8471736,S,
Radim Bicanek,8459449,S,
Radim Simek,8480160,S,
Radim Vrbata,8468085,S,
Radim Zohorna,8482241,S,
Radko Gudas,8475462,S,
Radoslav Hecl,8470239,S,
Radoslav Suchy,8466443,S,
Radovan Somik,8462127,S,
Rafael Harvey-Pinard,8481093,S,
Raffi Torres,8468485,S,
Rags Raglan,8448242,S,
Raimo Helminen,8447732,S,
Raimo Summanen,8451783,S,
Raitis Ivanans,8469120,S,
Ralph Backstrom,8444996,S,
Ralph Barahona,8445254,S,
Ralph Bowman,8445146,S,
Ralph Intranuovo,8459032,S,
Ralph Keller,8447146,S,
Ralph Klassen,8448501,S,
Ralph MacSweyn,8447584,S,
Ralph Nattrass,8447977,S,
Ralph Stewart,8449191,S,
Ralph Taylor,8449220,S,
Ralph Wycherley,8449636,S,
Raman Hrabarenka,8477127,S,
Ramzi Abid,8467356,S,
Randy Boyd,8445653,S,
Randy Bucyk,8445752,S,
Randy Burridge,8445790,S,
Randy Carlyle,8445938,S,
Randy Cunneyworth,8446261,S,
Randy Exelby,8446723,G,
Randy Gilhen,8447180,S,
Randy Gregg,8447398,S,
Randy Heath,8447708,S,
Randy Hillier,8447822,S,
Randy Holt,8447941,S,
Randy Ireland,8448170,G,
Randy Johnston,8448361,S,
Randy Jones,8470905,S,
Randy Ladouceur,8448616,S,
Randy Legge,8447375,S,
Randy Macgregor,8448952,S,
Randy Manery,8449110,S,
Randy McKay,8449450,S,
Randy Moller,8449662,S,
Randy Murray,8447970,S,
Randy Osburn,8448067,S,
Randy Pierce,8450384,S,
Randy Robitaille,8466110,S,
Randy Rota,8448460,S,
Randy Skarda,8451391,S,
Randy Smith,8451535,S,
Randy Turnbull,8451993,S,
Randy Velischek,8452209,S,
Randy Wood,8452501,S,
Randy Wyrozub,8449646,S,
Raphael Diaz,8476244,S,
Raphael Lavoie,8481534,S,
Rasmus Andersson,8478397,S,
Rasmus Asplund,8479335,S,
Rasmus Dahlin,8480839,S,
Rasmus Kupari,8480845,S,
Rasmus Rissanen,8475294,S,
Rasmus Ristolainen,8477499,S,
Rasmus Sandin,8480873,S,
Rastislav Stana,8467497,G,
Ravil Gusmanov,8459518,S,
Ray Allison,8444913,S,
Ray Barry,8445027,S,
Ray Bourque,8445621,S,
Ray Ceresino,8445351,S,
Ray Cote,8446179,S,
Ray Cullen,8445827,S,
Ray Emery,8469548,G,
Ray Ferraro,8446823,S,
Ray Fortin,8446414,S,
Ray Frederick,8449956,G,
Ray Gariepy,8446566,S,
Ray Getliffe,8446582,S,
Ray Hannigan,8446693,S,
Ray Kinsella,8447198,S,
Ray Leblanc,8457025,G,
Ray Macias,8471786,S,
Ray Maluta,8447596,S,
Ray Manson,8447603,S,
Ray Markham,8449165,S,
Ray McKay,8449435,S,
Ray Neufeld,8449860,S,
Ray Podloski,8450477,S,
Ray Powell,8448181,S,
Ray Schultz,8462215,S,
Ray Sheppard,8451343,S,
Ray Staszak,8451686,S,
Ray Timgren,8449241,S,
Ray Whitney,8458537,S,
Raymie Skilton,8449048,S,
Raymond Giroux,8460689,S,
Raymond Sawada,8471265,S,
Real Chevrefils,8445371,S,
Real Cloutier,8446101,S,
Real Lemieux,8447453,S,
Red Almas,8449802,G,
Red Beattie,8445037,S,
Red Berenson,8445067,S,
Red Carr,8445331,S,
Red Conn,8445518,S,
Red Dutton,8445969,S,
Red Garrett,8446568,S,
Red Goupille,8446621,S,
Red Green,8446643,S,
Red Hamill,8446686,S,
Red Heron,8446842,S,
Red Horner,8446915,G/S,
Red Kelly,8447149,S,
Red Mitchell,8447877,S,
Red Spooner,8450117,G,
Red Staley,8449147,S,
Red Sullivan,8449203,S,
Reed Larson,8448708,S,
Reed Low,8465207,S,
Reese Johnson,8481147,S,
Reg Abbott,8444854,S,
Reg Bentley,8445064,S,
Reg Fleming,8446324,S,
Reg Hamilton,8446689,S,
Reg Kerr,8448469,S,
Reg Mackey,8447573,S,
Reg Noble,8448013,S,
Reg Reid,8448310,S,
Reg Sinclair,8449046,S,
Reggie Leach,8448729,S,
Reginald Savage,8451152,S,
Reginald Thomas,8451897,S,
Reid Bailey,8445211,S,
Reid Boucher,8476423,S,
Reid Simpson,8458036,S,
Reijo Ruotsalainen,8451056,S,
Reilly Smith,8475191,S,
Reilly Walsh,8480054,S,
Reinhard Divis,8468741,G,
Rejean Cloutier,8446099,S,
Rejean Houle,8447988,S,
Rejean Lemelin,8448759,G,
Rem Murray,8459071,S,
Rem Pitlick,8479514,S,
Remi Elie,8477461,S,
Remi Royer,8464985,S,
Rene Boileau,8445109,S,
Rene Bourque,8471504,S,
Rene Chapdelaine,8446126,S,
Rene Corbet,8458538,S,
Rene Drolet,8445951,S,
Rene Joliat,8447111,S,
Rene Leclerc,8447362,S,
Rene Robert,8450894,S,
Rene Trudell,8449267,S,
Rennison Manners,8447602,S,
Reto Berra,8473499,G,
Reto Von Arx,8468751,S,
Rey Comeau,8446120,S,
Rhett Gardner,8479587,S,
Rhett Rakhshani,8473456,S,
Rhett Warrener,8460517,S,
Rhys Thomson,8449237,S,
Ric Jackman,8464959,S,
Ric Nattress,8449797,S,
Ric Seiling,8451255,S,
Ricard Persson,8457661,S,
Rich Brennan,8458560,S,
Rich Clune,8471733,S,
Rich Costello,8446171,S,
Rich Healey,8446759,S,
Rich Leduc,8448733,S,
Rich Lemieux,8447464,S,
Rich Nantais,8447976,S,
Rich Parent,8465962,G,
Rich Peverley,8471514,S,
Rich Pilon,8450389,S,
Rich Preston,8450539,S,
Rich Sutter,8451791,S,
Richard Bachman,8473614,G,
Richard Bittner,8449828,G,
Richard Brodeur,8445694,G,
Richard Brown,8445753,S,
Richard Chernomaz,8446054,S,
Richard David,8446317,S,
Richard Grenier,8447414,S,
Richard Hajdu,8447447,S,
Richard Kromm,8448555,S,
Richard Laferriere,8448614,G,
Richard Lintner,8465252,S,
Richard Matvichuk,8458522,S,
Richard Mulhern,8449731,S,
Richard Panik,8475209,S,
Richard Park,8460541,S,
Richard Petiot,8469564,S,
Richard Scott,8468300,S,
Richard Sevigny,8451308,G,
Richard Shulmistra,8458932,G,
Richard Smehlik,8458058,S,
Richard Yates,8452555,S,
Richard Zednik,8460735,S,
Richard Zemlak,8452687,S,
Richie Dunn,8446533,S,
Richie Hansen,8447551,S,
Richie Regehr,8470346,S,
Rick Adduono,8444899,S,
Rick Bennett,8445384,S,
Rick Berry,8466189,S,
Rick Blight,8445558,S,
Rick Boh,8445580,S,
Rick Bourbonnais,8445615,S,
Rick Bowness,8445643,S,
Rick Bragnalo,8445667,S,
Rick Chartraw,8446047,S,
Rick Chinnick,8445373,S,
Rick DiPietro,8468481,G,
Rick Dudley,8446498,S,
Rick Foley,8446336,S,
Rick Green,8447402,S,
Rick Hampton,8447497,S,
Rick Hayward,8447699,S,
Rick Heinz,8447725,G,
Rick Hodgson,8447911,S,
Rick Jodzio,8448283,S,
Rick Kehoe,8448420,S,
Rick Kessell,8447168,S,
Rick Knickle,8456855,G,
Rick Lanz,8448667,S,
Rick Lapointe,8448695,S,
Rick Lessard,8448794,S,
Rick Ley,8448838,S,
Rick MacLeish,8448982,S,
Rick Martin,8449275,S,
Rick McCann,8447672,S,
Rick Meagher,8449535,S,
Rick Middleton,8449587,S,
Rick Mrozik,8459559,S,
Rick Nash,8470041,S,
Rick Newell,8448003,S,
Rick Paterson,8450217,S,
Rick Rypien,8471628,S,
Rick Shinske,8451353,S,
Rick Smith,8451538,S,
Rick St. Croix,8451626,G,
Rick Tabaracci,8451834,G,
Rick Tocchet,8451925,S,
Rick Vaive,8452152,S,
Rick Vasko,8452196,S,
Rick Wamsley,8452287,G,
Rick Wilson,8452477,S,
Rick Zombo,8452583,S,
Rickard Rakell,8476483,S,
Rickard Wallin,8467491,S,
Rico Fata,8467333,S,
Ridly Greig,8482092,S,
Rik Wilson,8452496,S,
Riku Hahl,8468056,S,
Riku Helenius,8473474,G,
Riley Armstrong,8471516,S,
Riley Barber,8477003,S,
Riley Cote,8468786,S,
Riley Damiani,8480988,S,
Riley Nash,8474062,S,
Riley Sheahan,8475772,S,
Riley Stillman,8479388,S,
Riley Tufte,8479362,S,
Rinat Valiev,8477642,S,
Rip Riopelle,8448333,S,
Risto Jalo,8448217,S,
Risto Siltanen,8451362,S,
Rob Blake,8445550,S,
Rob Brown,8445689,S,
Rob Cimetta,8446083,S,
Rob Collins,8469994,S,
Rob Conn,8458883,S,
Rob Cowie,8458820,S,
Rob Davison,8467422,S,
Rob DiMaio,8446408,S,
Rob Flockhart,8446868,S,
Rob Garner,8447063,S,
Rob Gaudreau,8456347,S,
Rob Globke,8470305,S,
Rob Holland,8447931,G,
Rob Klinkhammer,8473970,S,
Rob McClanahan,8449353,S,
Rob Murphy,8449755,S,
Rob Murray,8449761,S,
Rob Niedermayer,8459427,S,
Rob O'Gara,8476303,S,
Rob Palmer,8448082,S,1952-10-02
Rob Palmer,8450135,S,1956-09-10
Rob Pearson,8457640,S,
Rob Ramage,8450642,S,
Rob Ray,8450678,S,
Rob Schremp,8471238,S,
Rob Scuderi,8467452,S,
Rob Shearer,8462600,S,
Rob Skrlac,8462259,S,
Rob Valicevic,8458628,S,
Rob Whistle,8452424,S,
Rob Zamuner,8458477,S,
Rob Zepp,8467972,G,
Rob Zettler,8452695,S,
Robb Gordon,8460530,S,
Robb Stauber,8451685,G,
Robbie Earl,8471399,S,
Robbie Ftorek,8446978,S,
Robbie Irons,8449999,G,
Robbie Laird,8448636,S,
Robbie Moore,8449691,G,
Robbie Russo,8476418,S,
Robbie Tallas,8459306,G,
Robby Fabbri,8477952,S,
Robert Bortuzzo,8474145,S,
Robert Burakowsky,8455736,S,
Robert Dirk,8446376,S,
Robert Dome,8462843,S,
Robert Dopson,8456090,G,
Robert Dupuis,8446536,G,
Robert Esche,8465093,G,
Robert Hagg,8477462,S,
Robert Kron,8448542,S,
Robert Lang,8456966,S,
Robert Logan,8448821,S,
Robert McLean,8449500,S,
Robert McVicar,8469750,G,
Robert Mongrain,8449678,S,
Robert Nilsson,8470608,S,
Robert Nordmark,8449898,S,
Robert Parent,8450179,G,
Robert Petrovicky,8458946,S,
Robert Picard,8450359,S,
Robert Plumb,8450475,S,
Robert Reichel,8450767,S,
Robert Robinson,8457824,S,
Robert Schnabel,8466211,S,
Robert Stephenson,8451696,S,
Robert Sullivan,8451782,S,
Robert Svehla,8459014,S,
Robert Thomas,8480023,S,
Robert Tudor,8451986,S,
Robert Warner,8452295,S,
Roberto Luongo,8466141,G,
Roberto Romano,8450993,G,
Robin Bartel,8445277,S,
Robin Bawa,8445335,S,
Robin Burns,8445292,S,
Robin Lehner,8475215,G,
Robin Salo,8480071,S,
Roby Jarventie,8482162,S,
Robyn Regehr,8467344,S,
Rocco Grimaldi,8476428,S,
Rocky Dundas,8446503,S,
Rocky Farr,8449917,G,
Rocky Saganiuk,8451099,S,
Rocky Thompson,8462099,S,
Rocky Trottier,8451968,S,
Rod Brind'Amour,8445735,S,
Rod Buskas,8445796,S,
Rod Dallman,8446296,S,
Rod Gilbert,8447172,S,
Rod Graham,8446630,S,
Rod Langway,8448651,S,
Rod Lorrain,8447516,S,
Rod Morrison,8447898,S,
Rod Norrish,8448033,S,
Rod Pelley,8472355,S,
Rod Schutt,8451246,S,
Rod Seiling,8448963,S,
Rod Smylie,8449090,S,
Rod Willard,8452453,S,
Rod Zaine,8449671,S,
Rodger Smith,8449082,S,
Roger Belanger,8445410,S,
Roger Cormier,8445578,S,
Roger Crozier,8449859,G,
Roger Hagglund,8447444,S,
Roger Jenkins,8447052,G/S,
Roger Johansson,8448292,S,
Roger Kortko,8448517,S,
Roger Lafreniere,8447284,S,
Roger Leger,8447374,S,
Roger Lemelin,8448760,S,
Roger Melin,8449546,S,
Roger Pelletier,8448129,S,
Roger Picard,8448148,S,
Roger Wilson,8449558,S,
Rogie Vachon,8452122,G,
Roland Cloutier,8446104,S,
Roland Eriksson,8446710,S,
Roland Lafleur,8447272,S,
Roland McKeown,8477981,S,
Roland Melanson,8449547,G,
Roland Rousseau,8448583,S,
Roland Stoltz,8451737,S,
Rolf Edberg,8446543,S,
Rollie Boutin,8445619,G,
Rollie McLenahan,8447799,S,
Rollie Paulhus,8448101,S,
Rolly Huard,8446931,S,
Rolly Roulston,8448463,S,
Roly Rossignol,8448459,S,
Roman Cechmanek,8468651,G,
Roman Cervenka,8476834,S,
Roman Hamrlik,8458938,S,
Roman Horak,8475264,S,
Roman Josi,8474600,S,
Roman Lyashenko,8466186,S,
Roman Lyubimov,8479648,S,
Roman Oksiuta,8457570,S,
Roman Polak,8471392,S,
Roman Simicek,8468753,S,
Roman Turek,8458266,G,
Roman Tvrdon,8468005,S,
Roman Vopat,8460660,S,
Roman Wick,8471368,S,
Roman Will,8477914,G,
Ron Anderson,8444928,S,1945-07-29
Ron Anderson,8444929,S,1950-01-21
Ron Andruff,8444999,S,
Ron Areshenkoff,8445058,S,
Ron Attwell,8444985,S,
Ron Boehm,8445106,S,
Ron Buchanan,8445239,S,
Ron Busniuk,8445800,S,
Ron Carter,8445987,S,
Ron Chipperfield,8446068,S,
Ron Delorme,8446371,S,
Ron Duguay,8446531,S,
Ron Ellis,8446668,S,
Ron Fischer,8446821,S,
Ron Flockhart,8446869,S,
Ron Francis,8446951,S,
Ron Friest,8446975,S,
Ron Grahame,8447344,G,
Ron Greschner,8447409,S,
Ron Hainsey,8468493,S,
Ron Handy,8447506,S,
Ron Harris,8446714,S,
Ron Hextall,8447775,G,
Ron Homenuke,8446911,S,
Ron Hoover,8447957,S,
Ron Howell,8446927,S,
Ron Hudson,8444852,S,
Ron Hurst,8447008,S,
Ron Huston,8447009,S,
Ron Hutchinson,8447011,S,
Ron Ingram,8447019,S,
Ron Jones,8447116,S,
Ron Lalonde,8448642,S,
Ron Low,8448891,G,
Ron Lyons,8447534,S,
Ron Martin,8447628,S,
Ron Meighan,8449538,S,
Ron Moffat,8447879,S,
Ron Murphy,8447921,S,
Ron Schock,8448937,S,
Ron Scott,8451236,G,
Ron Sedlbauer,8451251,S,
Ron Serafini,8448973,S,
Ron Shudra,8451342,S,
Ron Smith,8449083,S,
Ron Snell,8449092,S,
Ron Stackhouse,8451624,S,
Ron Stewart,8449192,S,
Ron Sutter,8451793,S,
Ron Talakoski,8451844,S,
Ron Tugnutt,8451837,G,
Ron Ward,8449357,S,
Ron Wilson,8452484,S,1955-05-28
Ron Wilson,8452495,S,1956-05-13
Ron Zanussi,8452692,S,
Ronald Loustel,8448861,G,
Ronald Petrovicky,8465180,S,
Ronald Plumb,8450478,S,
Ronalds Kenins,8477589,S,
Ronnie Attard,8481521,S,
Ronnie Rowe,8448585,S,
Ronnie Stern,8451709,S,
Ronnie Sundin,8465236,S,
Roope Hintz,8478449,S,
Rory Fitzpatrick,8459469,S,
Rosaire Paiement,8448079,S,
Rosario Joanette,8447058,S,
Rosie Couture,8445746,S,
Ross Brooks,8449842,G,
Ross Colton,8479525,S,
Ross Cory,8446168,S,
Ross Fitzpatrick,8446828,S,
Ross Johnston,8477527,S,
Ross Johnstone,8447109,S,
Ross Lonsberry,8448882,S,
Ross Lowe,8447520,S,
Ross Lupaschuk,8467907,S,
Ross McKay,8449451,G,
Rostislav Klesla,8468484,S,
Rostislav Olesz,8471220,S,
Rourke Chartier,8478078,S,
Roy Burmister,8445284,S,
Roy Conacher,8445517,S,
Roy Edwards,8449915,G,
Roy Mitchell,8457399,S,
Roy Sommer,8451601,S,
Roy Worters,8450153,G,
Rudolfs Balcers,8478870,S,
Rudy Ahlin,8444864,S,
Rudy Migay,8447855,S,
Rudy Poeschek,8450486,S,
Rudy Zunich,8449690,S,
Ruman Ndur,8460004,S,
Ruslam Batyrshin,8459500,S,
Ruslan Fedotenko,8468172,S,
Ruslan Iskhakov,8481016,S,
Ruslan Salei,8464962,S,
Russ Adam,8444896,S,
Russ Anderson,8444961,S,
Russ Blinco,8445099,S,
Russ Brayshaw,8445156,S,
Russ Courtnall,8446208,S,
Russ Kopak,8447229,S,
Russ Romaniuk,8457847,S,
Russell Oatman,8448039,S,
Russell Walker,8452258,S,
Rusty Crawford,8445802,S,
Rusty Fitzgerald,8458552,S,
Rutger McGroarty,8483487,S,
Ryan Bach,8459198,G,
Ryan Barnes,8467381,S,
Ryan Bast,8466092,S,
Ryan Bayda,8468560,S,
Ryan Bonni,8466169,S,
Ryan Bourque,8475243,S,
Ryan Caldwell,8468682,S,
Ryan Callahan,8471339,S,
Ryan Carpenter,8477846,S,
Ryan Carter,8473646,S,
Ryan Christie,8465066,S,
Ryan Craig,8470065,S,
Ryan Donato,8477987,S,
Ryan Dzingel,8476288,S,
Ryan Ellis,8475176,S,
Ryan Flinn,8467461,S,
Ryan Garbutt,8476116,S,
Ryan Getzlaf,8470612,S,
Ryan Graves,8477435,S,
Ryan Hamilton,8472424,S,
Ryan Hartman,8477451,S,
Ryan Hollweg,8469681,S,
Ryan Hughes,8456658,S,
Ryan Huska,8459497,S,
Ryan Jardine,8467414,S,
Ryan Johansen,8475793,S,
Ryan Johnson,8460527,S,1976-06-14
Ryan Johnson,8481564,S,2001-07-24
Ryan Johnston,8478963,S,
Ryan Jones,8471323,S,
Ryan Keller,8471972,S,
Ryan Kesler,8470616,S,
Ryan Kraft,8462227,S,
Ryan Kuffner,8481426,S,
Ryan Lindgren,8479324,S,
Ryan Lomberg,8479066,S,
Ryan MacInnis,8477974,S,
Ryan Malone,8467988,S,
Ryan McDonagh,8474151,S,
Ryan McGill,8449453,S,
Ryan McLeod,8480802,S,
Ryan Merkley,8480847,S,
Ryan Miller,8468011,G,
Ryan Mulhern,8459110,S,
Ryan Murphy,8476465,S,
Ryan Murray,8476850,S,
Ryan Nugent-Hopkins,8476454,S,
Ryan O'Byrne,8470672,S,
Ryan O'Marra,8471689,S,
Ryan O'Reilly,8475158,S,
Ryan Parent,8471692,S,
Ryan Poehling,8480068,S,
Ryan Potulny,8470680,S,
Ryan Pulock,8477506,S,
Ryan Ready,8466230,S,
Ryan Reaves,8471817,S,
Ryan Russell,8471868,S,
Ryan Savoia,8461658,S,
Ryan Shannon,8471634,S,
Ryan Shea,8478854,S,
Ryan Smyth,8460496,S,
Ryan Spooner,8475727,S,
Ryan Sproul,8476450,S,
Ryan Stanton,8475598,S,
Ryan Stewart,8451729,S,
Ryan Stoa,8471708,S,
Ryan Stone,8470625,S,
Ryan Strome,8476458,S,
Ryan Suter,8470600,S,
Ryan Thang,8474143,S,
Ryan Tobler,8462633,S,
Ryan Vandenbussche,8459109,S,
Ryan Vesce,8472215,S,
Ryan Walter,8452281,S,
Ryan White,8473466,S,
Ryan Whitney,8470309,S,
Ryan Wilson,8473700,S,
Ryan Winterton,8482751,S,
Ryane Clowe,8469622,S,
Ryker Evans,8482858,S,
Saku Koivu,8459442,S,
Saku Maenalanen,8477357,S,
Sam Bennett,8477935,S,
Sam Bettio,8445078,S,
Sam Carrick,8475842,S,
Sam Colangelo,8482118,S,
Sam Gagner,8474040,S,
Sam Godin,8446600,S,
Sam Lafferty,8478043,S,
Sam LoPresti,8450018,G,
Sam Malinski,8484258,S,
Sam McAdam,8447646,S,
Sam Montembeault,8478470,G,
Sam Poulin,8481591,S,
Sam Reinhart,8477933,S,
Sam Rothschild,8448462,S,
Sam St. Laurent,8451743,G,
Sam Steel,8479351,S,
Sami Aittokallio,8475824,G,
Sami Helenius,8459038,S,
Sami Kapanen,8462114,S,
Sami Lepisto,8471279,S,
Sami Niku,8478915,S,
Sami Salo,8465202,S,
Sami Vatanen,8475222,S,
Sammy Blais,8478104,S,
Sammy Hebert,8449990,G,
Sammy McManus,8447809,S,
Sammy Walker,8480267,S,
Sampo Ranta,8480846,S,
Samuel Bolduc,8481541,S,
Samuel Ersson,8481035,G,
Samuel Fagemo,8481239,S,
Samuel Girard,8479398,S,
Samuel Henley,8476511,S,
Samuel Honzek,8484180,S,
Samuel Knazko,8482448,S,
Samuel Laberge,8478956,S,
Samuel Morin,8477502,S,
Samuel Pahlsson,8465192,S,
Sandis Ozolinsh,8458544,S,
Sandy Beadle,8445353,S,
